Customer ID,TotalSpend,TotalOrders,TotalProducts,AverageOrderValue,FirstPurchase,LastPurchase,CustomerTenure,TenureMonths,PurchaseFrequencyPerMonth,AverageSpendPerProduct,AverageQuantityPerOrder,Recency,Churn
12408.0,4279.64,14,2186,25.174352941176476,2010-07-29 13:27:00,2011-11-07 12:30:00,465,15.5,0.9032258064516128,1.957749313815188,156.14285714285714,32,0
12409.0,23090.47,13,13027,84.89143382352941,2010-05-23 15:21:00,2011-09-22 10:38:00,486,16.2,0.8024691358024691,1.772508635910033,1002.0769230769232,78,0
12410.0,1001.46,4,339,23.844285714285714,2010-07-25 13:26:00,2011-02-11 15:47:00,201,6.7,0.5970149253731343,2.9541592920353983,84.75,300,1
12411.0,346.90000000000003,1,138,15.76818181818182,2010-10-26 09:25:00,2010-10-26 09:25:00,0,1.0,1.0,2.513768115942029,138.0,409,1
12412.0,2581.03,8,1991,19.702519083969467,2010-06-18 13:22:00,2011-09-26 10:16:00,464,15.466666666666669,0.5172413793103449,1.2963485685585134,248.875,74,0
12413.0,935.5,6,315,17.650943396226417,2010-11-02 13:26:00,2011-10-04 09:00:00,335,11.166666666666666,0.5373134328358209,2.96984126984127,52.5,66,0
12414.0,692.41,8,301,18.713783783783786,2010-09-02 12:22:00,2011-05-06 14:51:00,246,8.2,0.9756097560975612,2.300365448504983,37.625,216,1
12415.0,143269.29,33,91315,144.71645454545455,2010-06-30 08:30:00,2011-11-15 14:22:00,503,16.766666666666666,1.9681908548707756,1.5689567978973882,2767.121212121212,23,0
12416.0,202.56,1,132,18.41454545454545,2010-02-21 10:19:00,2010-02-21 10:19:00,0,1.0,1.0,1.5345454545454549,132.0,656,1
12417.0,6708.21,27,2876,17.60685039370079,2009-12-06 10:30:00,2011-12-06 14:52:00,730,24.33333333333333,1.1095890410958904,2.3324791376912377,106.51851851851852,2,0
12418.0,2016.95,5,1087,19.582038834951454,2010-03-19 14:47:00,2011-08-19 11:08:00,517,17.233333333333334,0.2901353965183752,1.855519779208832,217.4,112,1
12419.0,503.01,2,231,20.1204,2010-10-22 10:40:00,2010-11-19 10:04:00,27,0.9,2.2222222222222223,2.177532467532468,115.5,385,1
12420.0,600.39,1,345,20.70310344827586,2011-10-07 08:55:00,2011-10-07 08:55:00,0,1.0,1.0,1.7402608695652173,345.0,63,0
12421.0,1092.83,8,647,16.31089552238806,2010-07-22 13:57:00,2011-11-24 09:07:00,489,16.3,0.4907975460122699,1.6890726429675424,80.875,15,0
12422.0,4119.35,21,2591,23.405397727272728,2009-12-18 12:44:00,2011-09-05 09:48:00,625,20.83333333333333,1.008,1.5898687765341568,123.38095238095238,95,1
12423.0,2612.19,11,1781,15.736084337349398,2010-08-31 09:31:00,2011-12-09 10:10:00,465,15.5,0.7096774193548387,1.4666984839977542,161.9090909090909,0,0
12424.0,3289.78,7,2015,33.91525773195877,2009-12-07 14:43:00,2011-06-30 12:06:00,569,18.966666666666665,0.3690685413005273,1.6326451612903228,287.85714285714283,162,1
12425.0,1680.81,3,1103,17.692736842105262,2010-09-17 14:10:00,2011-09-22 17:31:00,370,12.333333333333334,0.2432432432432432,1.5238531278331822,367.6666666666667,77,0
12426.0,1311.41,3,577,15.992804878048782,2010-02-15 08:41:00,2011-05-29 12:26:00,468,15.6,0.1923076923076923,2.272807625649913,192.33333333333331,194,1
12427.0,1011.87,5,315,22.486,2010-12-03 10:44:00,2011-11-28 10:48:00,360,12.0,0.4166666666666667,3.212285714285714,63.0,11,0
12428.0,7877.2,12,3503,26.25733333333333,2011-03-01 09:33:00,2011-11-14 08:22:00,257,8.566666666666666,1.4007782101167316,2.24870111333143,291.9166666666667,25,0
12429.0,7435.51,9,3224,42.73281609195402,2010-06-11 13:28:00,2011-11-30 17:22:00,537,17.9,0.5027932960893855,2.3062996277915637,358.22222222222223,8,0
12430.0,256.4,1,117,23.30909090909091,2011-10-27 15:09:00,2011-10-27 15:09:00,0,1.0,1.0,2.191452991452991,117.0,42,0
12431.0,10719.41,33,4661,25.95498789346247,2010-01-15 09:04:00,2011-11-04 11:55:00,658,21.933333333333334,1.5045592705167172,2.2998090538511047,141.24242424242425,35,0
12432.0,5059.32,5,1801,46.84555555555556,2011-06-20 13:27:00,2011-10-28 11:43:00,129,4.3,1.162790697674419,2.80917268184342,360.2,42,0
12433.0,20428.86,11,17115,28.89513437057992,2010-08-20 09:23:00,2011-12-09 10:02:00,476,15.866666666666667,0.6932773109243697,1.1936231375985975,1555.909090909091,0,0
12434.0,1062.48,5,511,14.357837837837838,2010-11-23 13:38:00,2011-09-16 12:38:00,296,9.866666666666667,0.5067567567567567,2.0792172211350293,102.2,84,0
12435.0,13925.93,6,4958,124.33866071428572,2009-12-02 13:58:00,2011-09-21 09:06:00,657,21.9,0.273972602739726,2.808779749899153,826.3333333333334,79,0
12436.0,509.0100000000001,1,211,31.813125000000003,2011-09-01 12:09:00,2011-09-01 12:09:00,0,1.0,1.0,2.4123696682464457,211.0,99,1
12437.0,12394.85,47,7931,21.26046312178388,2009-12-02 16:24:00,2011-12-08 11:35:00,735,24.5,1.9183673469387756,1.562835707981339,168.74468085106383,1,0
12438.0,2906.85,2,1180,29.66173469387755,2011-07-22 13:29:00,2011-11-25 13:28:00,125,4.166666666666667,0.48,2.4634322033898304,590.0,13,0
12439.0,1104.48,3,454,14.7264,2009-12-14 08:40:00,2010-01-26 12:11:00,43,1.4333333333333331,2.0930232558139537,2.432775330396476,151.33333333333334,682,1
12440.0,768.15,3,308,21.947142857142858,2009-12-22 12:03:00,2010-09-08 15:57:00,260,8.666666666666666,0.3461538461538462,2.4939935064935064,102.66666666666669,456,1
12441.0,347.1,1,242,15.77727272727273,2010-12-08 10:45:00,2010-12-08 10:45:00,0,1.0,1.0,1.434297520661157,242.0,366,1
12442.0,172.06,1,182,14.338333333333331,2011-12-06 14:22:00,2011-12-06 14:22:00,0,1.0,1.0,0.9453846153846154,182.0,2,0
12443.0,485.31,1,182,23.11,2009-12-07 15:42:00,2009-12-07 15:42:00,0,1.0,1.0,2.6665384615384617,182.0,731,1
12444.0,5005.46,5,1155,28.27943502824859,2011-06-21 14:00:00,2011-11-18 13:23:00,149,4.966666666666667,1.006711409395973,4.333731601731602,231.0,20,0
12445.0,426.48,3,204,17.0592,2010-10-15 12:28:00,2011-11-17 18:43:00,398,13.266666666666667,0.2261306532663316,2.090588235294118,68.0,21,0
12446.0,1002.31,1,352,17.281206896551726,2011-10-13 12:50:00,2011-10-13 12:50:00,0,1.0,1.0,2.847471590909091,352.0,57,0
12447.0,476.49,1,190,18.326538461538465,2011-04-10 13:25:00,2011-04-10 13:25:00,0,1.0,1.0,2.507842105263158,190.0,242,1
12448.0,449.45,1,243,20.42954545454545,2011-10-26 13:46:00,2011-10-26 13:46:00,0,1.0,1.0,1.8495884773662552,243.0,43,0
12449.0,4835.89,6,2282,24.05915422885572,2010-09-27 09:37:00,2011-11-17 13:46:00,416,13.866666666666667,0.4326923076923076,2.1191454864154253,380.3333333333333,21,0
12450.0,666.95,7,435,16.673750000000002,2010-08-22 13:11:00,2011-07-06 14:41:00,318,10.6,0.6603773584905661,1.5332183908045978,62.142857142857146,155,1
12451.0,12546.53,10,9226,24.40959143968872,2010-06-28 12:58:00,2011-11-29 08:40:00,518,17.266666666666666,0.5791505791505792,1.3599100368523738,922.6,10,0
12452.0,428.57,3,183,18.63347826086957,2011-11-23 08:05:00,2011-11-23 10:28:00,0,1.0,3.0,2.341912568306011,61.0,16,0
12453.0,707.09,1,473,16.443953488372095,2011-07-28 14:08:00,2011-07-28 14:08:00,0,1.0,1.0,1.4949048625792811,473.0,133,1
12454.0,4292.709999999999,9,2232,59.62097222222221,2010-01-26 16:24:00,2011-10-17 15:07:00,628,20.933333333333334,0.4299363057324841,1.923257168458781,248.0,52,0
12455.0,5879.95,10,3302,25.902863436123347,2009-12-18 12:33:00,2011-09-27 15:31:00,648,21.6,0.4629629629629629,1.7807238037552997,330.2,72,0
12456.0,3153.89,4,1616,24.44875968992248,2011-03-30 09:12:00,2011-10-26 14:41:00,210,7.0,0.5714285714285714,1.951664603960396,404.0,43,0
12457.0,2472.31,14,938,26.58397849462365,2010-09-30 17:59:00,2011-10-12 13:46:00,376,12.533333333333331,1.1170212765957448,2.635724946695096,67.0,57,0
12458.0,1777.49,4,986,21.16059523809524,2010-08-09 10:33:00,2011-09-29 15:25:00,416,13.866666666666667,0.2884615384615384,1.8027281947261664,246.5,70,0
12459.0,454.36,1,258,19.754782608695653,2010-04-13 14:53:00,2010-04-13 14:53:00,0,1.0,1.0,1.7610852713178295,258.0,604,1
12460.0,326.65,1,170,18.147222222222226,2010-09-09 13:51:00,2010-09-09 13:51:00,0,1.0,1.0,1.921470588235294,170.0,455,1
12461.0,826.88,2,287,23.62514285714286,2011-07-08 10:23:00,2011-09-06 16:57:00,60,2.0,1.0,2.881114982578397,143.5,93,1
12462.0,1124.01,4,514,15.61125,2011-02-09 14:44:00,2011-12-07 14:02:00,300,10.0,0.4,2.1867898832684824,128.5,1,0
12463.0,1303.63,7,757,14.813977272727271,2011-04-12 12:47:00,2011-10-24 13:43:00,195,6.5,1.0769230769230769,1.722100396301189,108.14285714285714,45,0
12464.0,1212.05,8,112,41.79482758620689,2011-02-03 13:30:00,2011-11-29 13:33:00,299,9.966666666666669,0.802675585284281,10.821875,14.0,9,0
12465.0,733.89,3,475,14.39,2011-06-23 13:37:00,2011-12-02 11:34:00,161,5.366666666666666,0.5590062111801243,1.5450315789473683,158.33333333333334,7,0
12466.0,56.73,1,1,56.73,2010-01-26 16:26:00,2010-01-26 16:26:00,0,1.0,1.0,56.73,1.0,681,1
12467.0,0.0,2,0,0.0,2010-10-12 15:41:00,2010-11-18 15:53:00,37,1.2333333333333334,1.6216216216216215,,0.0,385,1
12468.0,3624.55,10,2184,22.236503067484666,2010-01-19 12:13:00,2011-07-19 13:42:00,546,18.2,0.5494505494505495,1.6595924908424908,218.4,142,1
12469.0,3070.54,2,2552,40.40184210526316,2010-06-21 10:30:00,2010-07-05 12:40:00,14,0.4666666666666667,4.285714285714286,1.2031896551724135,1276.0,522,1
12470.0,211.95,1,95,9.215217391304348,2010-01-19 11:01:00,2010-01-19 11:01:00,0,1.0,1.0,2.2310526315789474,95.0,689,1
12471.0,37948.61,129,16458,29.236217257318952,2009-12-02 14:43:00,2011-12-07 15:43:00,735,24.5,5.26530612244898,2.3057850285575405,127.5813953488372,1,0
12472.0,16956.69,37,10910,16.164623450905623,2009-12-09 10:47:00,2011-11-09 11:33:00,700,23.33333333333333,1.585714285714286,1.5542337305224565,294.86486486486484,30,0
12473.0,2848.23,9,2363,15.911899441340784,2011-06-01 10:15:00,2011-11-10 13:48:00,162,5.4,1.6666666666666663,1.2053449005501482,262.55555555555554,28,0
12474.0,11966.45,54,7797,15.662892670157069,2010-02-11 09:41:00,2011-11-22 14:39:00,649,21.633333333333333,2.4961479198767336,1.5347505450814416,144.38888888888889,16,0
12475.0,1149.64,2,771,18.846557377049184,2010-10-26 08:49:00,2011-10-17 10:10:00,356,11.866666666666667,0.1685393258426966,1.4911024643320363,385.5,53,0
12476.0,13715.62,38,5549,24.318475177304965,2010-07-26 09:04:00,2011-12-08 14:08:00,500,16.666666666666668,2.28,2.4717282393224007,146.02631578947367,0,0
12477.0,20173.64,12,6086,35.2686013986014,2010-03-26 14:01:00,2011-11-17 09:51:00,600,20.0,0.6,3.3147617482747287,507.1666666666667,22,0
12478.0,680.99,1,236,18.91638888888889,2011-12-06 09:56:00,2011-12-06 09:56:00,0,1.0,1.0,2.885550847457627,236.0,3,0
12479.0,477.3,3,351,13.637142857142855,2011-11-28 13:26:00,2011-12-06 09:25:00,7,0.2333333333333333,12.857142857142858,1.35982905982906,117.0,3,0
12480.0,5435.1,8,2947,22.18408163265306,2010-07-20 13:21:00,2011-11-11 14:52:00,479,15.966666666666669,0.5010438413361169,1.8442823210044117,368.375,27,0
12481.0,12217.03,18,7115,30.929189873417723,2010-04-11 13:10:00,2011-11-17 08:29:00,584,19.466666666666665,0.9246575342465754,1.717080815179199,395.27777777777777,22,0
12482.0,21893.53,32,27039,105.76584541062802,2010-02-24 10:24:00,2010-09-16 12:20:00,204,6.8,4.705882352941177,0.8097019120529605,844.96875,449,1
12483.0,4846.87,27,2145,32.74912162162162,2010-01-31 13:28:00,2011-11-22 17:03:00,660,22.0,1.2272727272727273,2.259613053613053,79.44444444444444,16,0
12484.0,6303.85,16,3260,13.02448347107438,2009-12-03 10:57:00,2011-11-07 11:37:00,704,23.466666666666665,0.6818181818181819,1.933696319018405,203.75,32,0
12485.0,708.1,1,414,20.826470588235296,2010-06-28 15:22:00,2010-06-28 15:22:00,0,1.0,1.0,1.7103864734299516,414.0,528,1
12486.0,1037.28,1,523,21.16897959183673,2010-10-04 12:14:00,2010-10-04 12:14:00,0,1.0,1.0,1.983326959847036,523.0,431,1
12487.0,259.79999999999995,2,144,86.59999999999998,2009-12-09 09:16:00,2009-12-09 11:36:00,0,1.0,2.0,1.8041666666666665,72.0,730,1
12488.0,1298.66,3,529,23.612,2011-09-25 10:34:00,2011-11-30 08:50:00,65,2.1666666666666665,1.3846153846153848,2.454933837429112,176.33333333333334,9,0
12489.0,334.93,1,105,22.328666666666667,2011-01-07 13:13:00,2011-01-07 13:13:00,0,1.0,1.0,3.189809523809524,105.0,335,1
12490.0,9818.64,22,5902,21.20656587473002,2009-12-01 12:52:00,2011-12-04 16:07:00,733,24.433333333333334,0.9004092769440655,1.663612334801762,268.27272727272725,4,0
12491.0,460.4,1,260,17.70769230769231,2011-11-01 12:18:00,2011-11-01 12:18:00,0,1.0,1.0,1.7707692307692309,260.0,38,0
12492.0,715.21,3,444,17.028809523809525,2010-11-01 14:58:00,2011-10-07 15:15:00,340,11.333333333333334,0.2647058823529412,1.6108333333333331,148.0,62,0
12493.0,416.79,3,206,18.121304347826086,2011-05-26 14:53:00,2011-06-27 10:17:00,31,1.0333333333333334,2.9032258064516125,2.0232524271844663,68.66666666666667,165,1
12494.0,1743.52,17,961,14.291147540983609,2010-05-12 13:52:00,2011-11-30 09:21:00,566,18.866666666666667,0.901060070671378,1.814276795005203,56.52941176470589,9,0
12495.0,323.4,2,126,17.021052631578947,2010-03-09 10:53:00,2010-03-15 10:20:00,5,0.1666666666666666,12.0,2.5666666666666664,63.0,634,1
12496.0,54.09,2,33,4.160769230769231,2010-03-29 13:57:00,2010-03-29 14:06:00,0,1.0,2.0,1.6390909090909092,16.5,619,1
12497.0,6211.75,4,5684,107.09913793103448,2010-01-26 17:21:00,2011-09-19 12:29:00,600,20.0,0.2,1.0928483462350458,1421.0,81,0
12498.0,403.7000000000001,3,159,17.55217391304348,2011-10-13 09:30:00,2011-11-18 12:53:00,36,1.2,2.5,2.538993710691824,53.0,20,0
12499.0,393.72,1,302,14.582222222222224,2010-05-28 15:12:00,2010-05-28 15:12:00,0,1.0,1.0,1.303708609271523,302.0,559,1
12500.0,5872.31,25,3360,37.64301282051282,2010-02-04 15:05:00,2011-11-16 16:20:00,650,21.666666666666668,1.1538461538461535,1.7477113095238097,134.4,22,0
12501.0,2089.68,2,1722,13.0605,2011-01-07 12:28:00,2011-01-28 13:54:00,21,0.7,2.857142857142857,1.213519163763066,861.0,314,1
12502.0,3723.87,5,820,25.332448979591835,2011-02-03 10:41:00,2011-09-05 11:52:00,214,7.133333333333334,0.7009345794392523,4.541304878048781,164.0,95,1
12503.0,0.0,2,560,0.0,2010-05-04 13:59:00,2011-01-06 11:51:00,246,8.2,0.2439024390243902,0.0,280.0,337,1
12504.0,411.0,6,419,15.807692307692308,2010-04-22 10:24:00,2011-11-21 16:02:00,578,19.266666666666666,0.3114186851211072,0.9809069212410502,69.83333333333333,17,0
12505.0,908.0,3,313,19.31914893617021,2010-10-27 09:18:00,2011-02-11 13:39:00,107,3.566666666666667,0.8411214953271028,2.900958466453674,104.33333333333331,300,1
12506.0,73.5,1,23,3.1956521739130435,2011-04-21 08:54:00,2011-04-21 08:54:00,0,1.0,1.0,3.1956521739130435,23.0,232,1
12507.0,1797.31,5,1256,35.24137254901961,2010-05-04 09:23:00,2011-07-28 17:09:00,450,15.0,0.3333333333333333,1.4309792993630572,251.2,133,1
12508.0,398.27,2,272,5.772028985507246,2011-11-10 16:27:00,2011-11-13 15:37:00,2,0.0666666666666666,30.0,1.4642279411764705,136.0,25,0
12509.0,176.5,1,55,25.214285714285715,2011-02-28 14:45:00,2011-02-28 14:45:00,0,1.0,1.0,3.209090909090909,55.0,283,1
12510.0,3689.33,16,2018,23.95668831168831,2009-12-04 13:47:00,2011-07-20 10:15:00,592,19.73333333333333,0.8108108108108107,1.828211100099108,126.125,142,1
12511.0,3065.77,2,1748,15.802938144329897,2010-10-07 10:39:00,2010-10-21 10:58:00,14,0.4666666666666667,4.285714285714286,1.7538729977116705,874.0,414,1
12512.0,138.03,2,99,4.059705882352941,2011-10-04 14:53:00,2011-10-04 14:55:00,0,1.0,2.0,1.3942424242424245,49.5,65,0
12513.0,586.79,2,456,16.299722222222222,2011-08-19 10:51:00,2011-09-16 12:45:00,28,0.9333333333333332,2.142857142857143,1.2868201754385964,228.0,84,0
12514.0,1597.76,2,840,19.02095238095238,2010-03-08 12:18:00,2011-03-17 16:38:00,374,12.466666666666669,0.160427807486631,1.902095238095238,420.0,266,1
12515.0,383.7,1,131,23.98125,2010-12-21 15:43:00,2010-12-21 15:43:00,0,1.0,1.0,2.929007633587786,131.0,352,1
12516.0,2648.62,4,1952,35.792162162162164,2010-04-19 14:14:00,2011-09-23 09:13:00,521,17.366666666666667,0.2303262955854126,1.356875,488.0,77,0
