Customer ID,TotalSpend,TotalOrders,TotalProducts,AverageOrderValue,FirstPurchase_x,LastPurchase_x,CustomerTenure,FirstPurchase_y,LastPurchase_y,FirstPurchase,LastPurchase,TenureMonths,PurchaseFrequencyPerMonth,AverageSpendPerProduct,AverageQuantityPerOrder
12380.0,7888.0,15,3325,27.872791519434628,2010-02-15 12:05:00,2011-11-18 11:27:00,640,2010-02-15 12:05:00,2011-11-18 11:27:00,2010-02-15 12:05:00,2011-11-18 11:27:00,21.333333333333332,0.703125,2.3723308270676693,221.66666666666666
12381.0,1803.96,6,783,19.823736263736265,2011-08-12 09:57:00,2011-12-05 12:44:00,115,2011-08-12 09:57:00,2011-12-05 12:44:00,2011-08-12 09:57:00,2011-12-05 12:44:00,3.8333333333333335,1.5652173913043477,2.3039080459770114,130.5
12382.0,-18.38,1,-1,-18.38,2010-01-26 16:25:00,2010-01-26 16:25:00,0,2010-01-26 16:25:00,2010-01-26 16:25:00,2010-01-26 16:25:00,2010-01-26 16:25:00,1.0,1.0,18.38,-1.0
12383.0,1839.31,6,1529,18.3931,2010-12-22 14:28:00,2011-06-08 08:02:00,167,2010-12-22 14:28:00,2011-06-08 08:02:00,2010-12-22 14:28:00,2011-06-08 08:02:00,5.566666666666666,1.0778443113772456,1.2029496402877697,254.83333333333334
12384.0,566.16,3,121,18.872,2011-08-10 11:23:00,2011-11-11 08:39:00,92,2011-08-10 11:23:00,2011-11-11 08:39:00,2011-08-10 11:23:00,2011-11-11 08:39:00,3.066666666666667,0.9782608695652173,4.6790082644628095,40.333333333333336
12385.0,1923.4,2,611,29.142424242424244,2010-11-25 15:14:00,2010-11-25 15:19:00,0,2010-11-25 15:14:00,2010-11-25 15:19:00,2010-11-25 15:14:00,2010-11-25 15:19:00,1.0,2.0,3.1479541734860885,305.5
12386.0,660.8,2,568,36.71111111111111,2010-12-08 09:53:00,2011-01-06 12:37:00,29,2010-12-08 09:53:00,2011-01-06 12:37:00,2010-12-08 09:53:00,2011-01-06 12:37:00,0.9666666666666667,2.0689655172413794,1.1633802816901408,284.0
12387.0,143.94,1,134,15.993333333333332,2010-10-20 16:27:00,2010-10-20 16:27:00,0,2010-10-20 16:27:00,2010-10-20 16:27:00,2010-10-20 16:27:00,2010-10-20 16:27:00,1.0,1.0,1.074179104477612,134.0
12388.0,3901.11,8,2001,26.719931506849317,2010-05-06 12:54:00,2011-11-24 12:30:00,566,2010-05-06 12:54:00,2011-11-24 12:30:00,2010-05-06 12:54:00,2011-11-24 12:30:00,18.866666666666667,0.42402826855123676,1.9495802098950525,250.125
12389.0,1433.33,3,614,29.251632653061222,2010-02-22 10:15:00,2010-11-02 11:52:00,253,2010-02-22 10:15:00,2010-11-02 11:52:00,2010-02-22 10:15:00,2010-11-02 11:52:00,8.433333333333334,0.3557312252964427,2.334413680781759,204.66666666666666
12390.0,549.84,1,353,17.1825,2011-09-21 09:33:00,2011-09-21 09:33:00,0,2011-09-21 09:33:00,2011-09-21 09:33:00,2011-09-21 09:33:00,2011-09-21 09:33:00,1.0,1.0,1.5576203966005666,353.0
12391.0,2747.82,7,1212,9.574285714285715,2010-02-15 10:12:00,2011-11-18 12:07:00,641,2010-02-15 10:12:00,2011-11-18 12:07:00,2010-02-15 10:12:00,2011-11-18 12:07:00,21.366666666666667,0.32761310452418096,2.2671782178217823,173.14285714285714
12392.0,234.75000000000003,1,73,33.53571428571429,2010-04-27 14:04:00,2010-04-27 14:04:00,0,2010-04-27 14:04:00,2010-04-27 14:04:00,2010-04-27 14:04:00,2010-04-27 14:04:00,1.0,1.0,3.2157534246575348,73.0
12393.0,2376.75,7,1305,21.220982142857142,2010-10-07 13:49:00,2011-09-28 15:41:00,356,2010-10-07 13:49:00,2011-09-28 15:41:00,2010-10-07 13:49:00,2011-09-28 15:41:00,11.866666666666667,0.5898876404494382,1.821264367816092,186.42857142857142
12394.0,1272.48,2,819,47.12888888888889,2011-05-06 14:01:00,2011-10-07 08:08:00,153,2011-05-06 14:01:00,2011-10-07 08:08:00,2011-05-06 14:01:00,2011-10-07 08:08:00,5.1,0.3921568627450981,1.5536996336996338,409.5
12395.0,5046.92,18,3728,19.637821011673154,2010-04-16 10:16:00,2011-11-24 12:20:00,587,2010-04-16 10:16:00,2011-11-24 12:20:00,2010-04-16 10:16:00,2011-11-24 12:20:00,19.566666666666666,0.919931856899489,1.3537875536480688,207.11111111111111
12396.0,931.43,1,591,14.329692307692307,2010-02-03 13:22:00,2010-02-03 13:22:00,0,2010-02-03 13:22:00,2010-02-03 13:22:00,2010-02-03 13:22:00,2010-02-03 13:22:00,1.0,1.0,1.5760236886632826,591.0
12397.0,2409.9,2,1263,19.126190476190477,2011-07-27 14:21:00,2011-11-04 09:52:00,99,2011-07-27 14:21:00,2011-11-04 09:52:00,2011-07-27 14:21:00,2011-11-04 09:52:00,3.3,0.6060606060606061,1.9080760095011877,631.5
12398.0,1635.66,1,1394,19.243058823529413,2011-10-25 10:27:00,2011-10-25 10:27:00,0,2011-10-25 10:27:00,2011-10-25 10:27:00,2011-10-25 10:27:00,2011-10-25 10:27:00,1.0,1.0,1.1733572453371592,1394.0
12399.0,1962.3,7,2198,17.83909090909091,2010-03-05 08:45:00,2011-08-12 13:15:00,525,2010-03-05 08:45:00,2011-08-12 13:15:00,2010-03-05 08:45:00,2011-08-12 13:15:00,17.5,0.4,0.8927661510464058,314.0
12400.0,205.25,1,91,18.65909090909091,2010-10-21 13:45:00,2010-10-21 13:45:00,0,2010-10-21 13:45:00,2010-10-21 13:45:00,2010-10-21 13:45:00,2010-10-21 13:45:00,1.0,1.0,2.2554945054945055,91.0
12401.0,84.3,1,11,16.86,2011-02-09 13:50:00,2011-02-09 13:50:00,0,2011-02-09 13:50:00,2011-02-09 13:50:00,2011-02-09 13:50:00,2011-02-09 13:50:00,1.0,1.0,7.663636363636363,11.0
12402.0,1244.15,7,583,17.52323943661972,2010-02-07 12:41:00,2011-01-20 13:49:00,347,2010-02-07 12:41:00,2011-01-20 13:49:00,2010-02-07 12:41:00,2011-01-20 13:49:00,11.566666666666666,0.6051873198847262,2.134048027444254,83.28571428571429
12403.0,1001.36,3,259,100.136,2010-07-06 11:39:00,2011-10-21 11:00:00,471,2010-07-06 11:39:00,2011-10-21 11:00:00,2010-07-06 11:39:00,2011-10-21 11:00:00,15.7,0.1910828025477707,3.8662548262548264,86.33333333333333
12404.0,63.24,1,1,63.24,2010-01-26 16:25:00,2010-01-26 16:25:00,0,2010-01-26 16:25:00,2010-01-26 16:25:00,2010-01-26 16:25:00,2010-01-26 16:25:00,1.0,1.0,63.24,1.0
12405.0,1710.39,1,857,31.67388888888889,2011-07-14 08:52:00,2011-07-14 08:52:00,0,2011-07-14 08:52:00,2011-07-14 08:52:00,2011-07-14 08:52:00,2011-07-14 08:52:00,1.0,1.0,1.9957876312718787,857.0
12406.0,6072.21,7,3383,35.71888235294118,2010-01-11 14:04:00,2011-11-17 19:22:00,675,2010-01-11 14:04:00,2011-11-17 19:22:00,2010-01-11 14:04:00,2011-11-17 19:22:00,22.5,0.3111111111111111,1.7949187112030742,483.2857142857143
12407.0,1708.12,5,1416,22.18337662337662,2011-03-20 13:21:00,2011-10-21 10:11:00,214,2011-03-20 13:21:00,2011-10-21 10:11:00,2011-03-20 13:21:00,2011-10-21 10:11:00,7.133333333333334,0.7009345794392523,1.2062994350282485,283.2
12408.0,4279.64,14,2186,25.174352941176473,2010-07-29 13:27:00,2011-11-07 12:30:00,465,2010-07-29 13:27:00,2011-11-07 12:30:00,2010-07-29 13:27:00,2011-11-07 12:30:00,15.5,0.9032258064516129,1.9577493138151878,156.14285714285714
12409.0,23090.47,13,13027,84.89143382352941,2010-05-23 15:21:00,2011-09-22 10:38:00,486,2010-05-23 15:21:00,2011-09-22 10:38:00,2010-05-23 15:21:00,2011-09-22 10:38:00,16.2,0.8024691358024691,1.772508635910033,1002.0769230769231
12410.0,1001.46,4,339,23.844285714285714,2010-07-25 13:26:00,2011-02-11 15:47:00,201,2010-07-25 13:26:00,2011-02-11 15:47:00,2010-07-25 13:26:00,2011-02-11 15:47:00,6.7,0.5970149253731343,2.9541592920353983,84.75
12411.0,346.90000000000003,1,138,15.76818181818182,2010-10-26 09:25:00,2010-10-26 09:25:00,0,2010-10-26 09:25:00,2010-10-26 09:25:00,2010-10-26 09:25:00,2010-10-26 09:25:00,1.0,1.0,2.513768115942029,138.0
12412.0,2581.03,8,1991,19.702519083969467,2010-06-18 13:22:00,2011-09-26 10:16:00,464,2010-06-18 13:22:00,2011-09-26 10:16:00,2010-06-18 13:22:00,2011-09-26 10:16:00,15.466666666666667,0.5172413793103449,1.2963485685585134,248.875
12413.0,935.5,6,315,17.650943396226417,2010-11-02 13:26:00,2011-10-04 09:00:00,335,2010-11-02 13:26:00,2011-10-04 09:00:00,2010-11-02 13:26:00,2011-10-04 09:00:00,11.166666666666666,0.5373134328358209,2.96984126984127,52.5
12414.0,692.41,8,301,18.713783783783782,2010-09-02 12:22:00,2011-05-06 14:51:00,246,2010-09-02 12:22:00,2011-05-06 14:51:00,2010-09-02 12:22:00,2011-05-06 14:51:00,8.2,0.9756097560975611,2.300365448504983,37.625
12415.0,143269.29,33,91315,144.71645454545455,2010-06-30 08:30:00,2011-11-15 14:22:00,503,2010-06-30 08:30:00,2011-11-15 14:22:00,2010-06-30 08:30:00,2011-11-15 14:22:00,16.766666666666666,1.9681908548707754,1.5689567978973882,2767.121212121212
12416.0,202.56,1,132,18.414545454545454,2010-02-21 10:19:00,2010-02-21 10:19:00,0,2010-02-21 10:19:00,2010-02-21 10:19:00,2010-02-21 10:19:00,2010-02-21 10:19:00,1.0,1.0,1.5345454545454547,132.0
12417.0,6708.21,27,2876,17.60685039370079,2009-12-06 10:30:00,2011-12-06 14:52:00,730,2009-12-06 10:30:00,2011-12-06 14:52:00,2009-12-06 10:30:00,2011-12-06 14:52:00,24.333333333333332,1.1095890410958904,2.3324791376912377,106.51851851851852
12418.0,2016.95,5,1087,19.582038834951458,2010-03-19 14:47:00,2011-08-19 11:08:00,517,2010-03-19 14:47:00,2011-08-19 11:08:00,2010-03-19 14:47:00,2011-08-19 11:08:00,17.233333333333334,0.2901353965183752,1.8555197792088316,217.4
12419.0,503.01,2,231,20.1204,2010-10-22 10:40:00,2010-11-19 10:04:00,27,2010-10-22 10:40:00,2010-11-19 10:04:00,2010-10-22 10:40:00,2010-11-19 10:04:00,0.9,2.2222222222222223,2.1775324675324677,115.5
12420.0,600.39,1,345,20.70310344827586,2011-10-07 08:55:00,2011-10-07 08:55:00,0,2011-10-07 08:55:00,2011-10-07 08:55:00,2011-10-07 08:55:00,2011-10-07 08:55:00,1.0,1.0,1.7402608695652173,345.0
12421.0,1092.83,8,647,16.31089552238806,2010-07-22 13:57:00,2011-11-24 09:07:00,489,2010-07-22 13:57:00,2011-11-24 09:07:00,2010-07-22 13:57:00,2011-11-24 09:07:00,16.3,0.49079754601226994,1.6890726429675424,80.875
12422.0,4119.35,21,2591,23.405397727272728,2009-12-18 12:44:00,2011-09-05 09:48:00,625,2009-12-18 12:44:00,2011-09-05 09:48:00,2009-12-18 12:44:00,2011-09-05 09:48:00,20.833333333333332,1.008,1.5898687765341568,123.38095238095238
12423.0,2612.19,11,1781,15.736084337349398,2010-08-31 09:31:00,2011-12-09 10:10:00,465,2010-08-31 09:31:00,2011-12-09 10:10:00,2010-08-31 09:31:00,2011-12-09 10:10:00,15.5,0.7096774193548387,1.4666984839977542,161.9090909090909
12424.0,3289.78,7,2015,33.91525773195877,2009-12-07 14:43:00,2011-06-30 12:06:00,569,2009-12-07 14:43:00,2011-06-30 12:06:00,2009-12-07 14:43:00,2011-06-30 12:06:00,18.966666666666665,0.3690685413005273,1.6326451612903228,287.85714285714283
12425.0,1680.81,3,1103,17.692736842105262,2010-09-17 14:10:00,2011-09-22 17:31:00,370,2010-09-17 14:10:00,2011-09-22 17:31:00,2010-09-17 14:10:00,2011-09-22 17:31:00,12.333333333333334,0.24324324324324323,1.5238531278331822,367.6666666666667
12426.0,1311.41,3,577,15.992804878048782,2010-02-15 08:41:00,2011-05-29 12:26:00,468,2010-02-15 08:41:00,2011-05-29 12:26:00,2010-02-15 08:41:00,2011-05-29 12:26:00,15.6,0.19230769230769232,2.2728076256499135,192.33333333333334
12427.0,1011.87,5,315,22.486,2010-12-03 10:44:00,2011-11-28 10:48:00,360,2010-12-03 10:44:00,2011-11-28 10:48:00,2010-12-03 10:44:00,2011-11-28 10:48:00,12.0,0.4166666666666667,3.212285714285714,63.0
12428.0,7877.2,12,3503,26.25733333333333,2011-03-01 09:33:00,2011-11-14 08:22:00,257,2011-03-01 09:33:00,2011-11-14 08:22:00,2011-03-01 09:33:00,2011-11-14 08:22:00,8.566666666666666,1.4007782101167316,2.24870111333143,291.9166666666667
12429.0,7435.51,9,3224,42.73281609195402,2010-06-11 13:28:00,2011-11-30 17:22:00,537,2010-06-11 13:28:00,2011-11-30 17:22:00,2010-06-11 13:28:00,2011-11-30 17:22:00,17.9,0.5027932960893855,2.3062996277915633,358.22222222222223
12430.0,256.4,1,117,23.30909090909091,2011-10-27 15:09:00,2011-10-27 15:09:00,0,2011-10-27 15:09:00,2011-10-27 15:09:00,2011-10-27 15:09:00,2011-10-27 15:09:00,1.0,1.0,2.191452991452991,117.0
12431.0,10719.41,33,4661,25.95498789346247,2010-01-15 09:04:00,2011-11-04 11:55:00,658,2010-01-15 09:04:00,2011-11-04 11:55:00,2010-01-15 09:04:00,2011-11-04 11:55:00,21.933333333333334,1.5045592705167172,2.2998090538511047,141.24242424242425
12432.0,5059.32,5,1801,46.845555555555556,2011-06-20 13:27:00,2011-10-28 11:43:00,129,2011-06-20 13:27:00,2011-10-28 11:43:00,2011-06-20 13:27:00,2011-10-28 11:43:00,4.3,1.1627906976744187,2.80917268184342,360.2
12433.0,20428.86,11,17115,28.895134370579918,2010-08-20 09:23:00,2011-12-09 10:02:00,476,2010-08-20 09:23:00,2011-12-09 10:02:00,2010-08-20 09:23:00,2011-12-09 10:02:00,15.866666666666667,0.6932773109243697,1.1936231375985977,1555.909090909091
12434.0,1062.48,5,511,14.357837837837838,2010-11-23 13:38:00,2011-09-16 12:38:00,296,2010-11-23 13:38:00,2011-09-16 12:38:00,2010-11-23 13:38:00,2011-09-16 12:38:00,9.866666666666667,0.5067567567567567,2.0792172211350293,102.2
12435.0,13925.93,6,4958,124.33866071428572,2009-12-02 13:58:00,2011-09-21 09:06:00,657,2009-12-02 13:58:00,2011-09-21 09:06:00,2009-12-02 13:58:00,2011-09-21 09:06:00,21.9,0.27397260273972607,2.808779749899153,826.3333333333334
12436.0,509.01000000000005,1,211,31.813125000000003,2011-09-01 12:09:00,2011-09-01 12:09:00,0,2011-09-01 12:09:00,2011-09-01 12:09:00,2011-09-01 12:09:00,2011-09-01 12:09:00,1.0,1.0,2.4123696682464457,211.0
12437.0,12394.85,47,7931,21.26046312178388,2009-12-02 16:24:00,2011-12-08 11:35:00,735,2009-12-02 16:24:00,2011-12-08 11:35:00,2009-12-02 16:24:00,2011-12-08 11:35:00,24.5,1.9183673469387754,1.562835707981339,168.74468085106383
12438.0,2906.85,2,1180,29.66173469387755,2011-07-22 13:29:00,2011-11-25 13:28:00,125,2011-07-22 13:29:00,2011-11-25 13:28:00,2011-07-22 13:29:00,2011-11-25 13:28:00,4.166666666666667,0.48,2.4634322033898304,590.0
12439.0,1104.48,3,454,14.7264,2009-12-14 08:40:00,2010-01-26 12:11:00,43,2009-12-14 08:40:00,2010-01-26 12:11:00,2009-12-14 08:40:00,2010-01-26 12:11:00,1.4333333333333333,2.0930232558139537,2.432775330396476,151.33333333333334
12440.0,768.15,3,308,21.947142857142858,2009-12-22 12:03:00,2010-09-08 15:57:00,260,2009-12-22 12:03:00,2010-09-08 15:57:00,2009-12-22 12:03:00,2010-09-08 15:57:00,8.666666666666666,0.3461538461538462,2.4939935064935064,102.66666666666667
12441.0,347.1,1,242,15.77727272727273,2010-12-08 10:45:00,2010-12-08 10:45:00,0,2010-12-08 10:45:00,2010-12-08 10:45:00,2010-12-08 10:45:00,2010-12-08 10:45:00,1.0,1.0,1.434297520661157,242.0
12442.0,172.06,1,182,14.338333333333333,2011-12-06 14:22:00,2011-12-06 14:22:00,0,2011-12-06 14:22:00,2011-12-06 14:22:00,2011-12-06 14:22:00,2011-12-06 14:22:00,1.0,1.0,0.9453846153846154,182.0
12443.0,485.31,1,182,23.11,2009-12-07 15:42:00,2009-12-07 15:42:00,0,2009-12-07 15:42:00,2009-12-07 15:42:00,2009-12-07 15:42:00,2009-12-07 15:42:00,1.0,1.0,2.6665384615384617,182.0
12444.0,5005.46,5,1155,28.27943502824859,2011-06-21 14:00:00,2011-11-18 13:23:00,149,2011-06-21 14:00:00,2011-11-18 13:23:00,2011-06-21 14:00:00,2011-11-18 13:23:00,4.966666666666667,1.006711409395973,4.333731601731602,231.0
12445.0,426.48,3,204,17.0592,2010-10-15 12:28:00,2011-11-17 18:43:00,398,2010-10-15 12:28:00,2011-11-17 18:43:00,2010-10-15 12:28:00,2011-11-17 18:43:00,13.266666666666667,0.22613065326633164,2.090588235294118,68.0
12446.0,1002.3100000000001,1,352,17.281206896551726,2011-10-13 12:50:00,2011-10-13 12:50:00,0,2011-10-13 12:50:00,2011-10-13 12:50:00,2011-10-13 12:50:00,2011-10-13 12:50:00,1.0,1.0,2.847471590909091,352.0
12447.0,476.49,1,190,18.326538461538462,2011-04-10 13:25:00,2011-04-10 13:25:00,0,2011-04-10 13:25:00,2011-04-10 13:25:00,2011-04-10 13:25:00,2011-04-10 13:25:00,1.0,1.0,2.507842105263158,190.0
12448.0,449.45,1,243,20.429545454545455,2011-10-26 13:46:00,2011-10-26 13:46:00,0,2011-10-26 13:46:00,2011-10-26 13:46:00,2011-10-26 13:46:00,2011-10-26 13:46:00,1.0,1.0,1.8495884773662552,243.0
12449.0,4835.89,6,2282,24.05915422885572,2010-09-27 09:37:00,2011-11-17 13:46:00,416,2010-09-27 09:37:00,2011-11-17 13:46:00,2010-09-27 09:37:00,2011-11-17 13:46:00,13.866666666666667,0.43269230769230765,2.1191454864154253,380.3333333333333
12450.0,666.95,7,435,16.673750000000002,2010-08-22 13:11:00,2011-07-06 14:41:00,318,2010-08-22 13:11:00,2011-07-06 14:41:00,2010-08-22 13:11:00,2011-07-06 14:41:00,10.6,0.6603773584905661,1.5332183908045978,62.142857142857146
12451.0,12546.53,10,9226,24.409591439688718,2010-06-28 12:58:00,2011-11-29 08:40:00,518,2010-06-28 12:58:00,2011-11-29 08:40:00,2010-06-28 12:58:00,2011-11-29 08:40:00,17.266666666666666,0.5791505791505792,1.3599100368523738,922.6
